1,0,None
2,2,集英社
3,2,スクウェア・エニックス
4,2,角川コミックス
5,1,技術評論社
6,1,秀和システム
7,1,ソフトバンクパブリッシング
8,1,ソフトバンククリエイティブ
9,1,翔泳社
10,2,講談社
11,2,徳間出版
12,1,C&R研究所
13,1,ソシム
14,1,毎日コミュニケーションズ
15,1,日本実業出版社
16,1,O'REILLY JAPAN
17,1,インプレスジャパン
18,1,ピアソン・エデュケーション
19,1,リックテレコム
20,1,ASCII
21,1,新潮社
22,1,CQ出版者
23,1,日本評論社
24,1,ソーテック
25,1,ohmsha
26,1,IDG
27,1,株式会社アイテム
28,1,x-media
29,1,日経BP社
30,2,小学館
31,2,白泉社
32,2,秋田書店
33,1,株式会社 エムディエヌコーポレーション
