1,2,ジャンプ,1
2,2,少年コミック,2
3,2,青年コミック,3
4,2,その他コミック,4
5,1,Server,70
6,1,Linux,80
7,1,php,40
8,1,Python,20
9,1,Java,60
10,1,Network,90
11,1,Webdb_press,110
12,1,Softwear_desing,120
13,1,その他,13
16,1,O'REILLY,100
17,1,Perl,30
18,1,xhtml_css,100
19,1,C,50
